May I apply to another college under its Regular Decision plan before I receive Harvard's decision on my Restrictive Early Action application?,Yes. You may apply in the fall to any institution under its Regular Decision program.
"If I apply restrictive  early action to Harvard, may I apply to another college's early decision program?","After students receive notification from Harvard's Early Action program in mid-December, they are free to apply to any institution under any plan, including binding programs such as Early Decision II."
"If I apply restrictive early action to Harvard, may I apply to another private college's early action program (restrictive or not)?","No. However, you may apply Early Action to any public college/university or to foreign universities."
I am applying to colleges outside of the U.S. May I apply to them at the same time as I apply Early Action to Harvard?,Yes.
Why was my application deferred?,"Competition for early admission to Harvard College has, in recent years, been especially rigorous. Given that more than 39,000 candidates apply from around the world, and the relatively modest size of each entering class (about 1,660 students), the Admissions Committee must act with great care in making Early Action Decisions. As a result, many strong applicants are deferred to the Regular Decision round for review."
Does Harvard consider scores from previous administrations of the SAT or ACT?,Yes.
What if I cannot take the SAT or ACT in my country?,"These standardized tests are now given in almost all countries. We realize you may have to travel some distance or plan for testing long in advance, but these test results are required tools in our analysis of applications. In our competitive applicant pool, students lacking these test results are usually denied admission. Foreign students in one of the very few countries where the SAT is not available (for example, China) may submit alternative testing such as the Graduate Record Examination. For more information about the GRE, consult www.gre.org. Students in such countries should also take the TOEFL."
Does Harvard accept the redesigned SAT?,Harvard accepts both the current SAT and the redesigned SAT and will accept both tests for the foreseeable future. You should submit scores from tests taken in the past three years.
Can I self-report my test scores?,"Beginning with the 2018-2019 application cycle (students applying for Fall 2019 admission), applicants may provide self-reported SAT and ACT test scores (including Subject Tests, Advanced Placement, etc.). Admitted students who decide to enroll at Harvard College will be required to submit official test scores. View our application tips for specific information on how to self-report your scores. If you were eligible for a fee waiver from the SAT or ACT, you are eligible for unlimited free score reports to be sent to institutions to which you are applying.  We recommend you use your free score reports to share your scores with Harvard. "
Which standardized tests does Harvard require?,"We require all applicants to complete the SAT or the ACT with or without Writing, and we recommend submitting two SAT Subject Tests, except in the case of financial hardship. If you choose to submit Subject Tests, it is more useful to choose only one mathematics test rather than two. Similarly, if your first language is not English, a Subject Test in your first language may be less helpful. For information about the SATs, consult www.collegeboard.org, for the ACT www.act.org. We value predicted A-level and IB results along with any information that helps us form a complete picture of your academic interests and strengths. However, results from these examinations cannot substitute for our required admissions testing.  If the cost of sending your scores is a concern, keep in mind that if you were eligible for a fee waiver from the SAT or ACT, you are eligible for unlimited free score reports to be sent to institutions to which you are applying.  We recommend you use your free score reports to share your scores with Harvard. "
Does Harvard superscore test results?,We do not create superscores for applicants. We will evaluate your application noting the highest test scores in each section across test dates for the SAT and your strongest sitting for the ACT.  We take into account your educational background when reviewing your scores.
"If I take the required tests more than once, which results does Harvard consider?","We consider your best test scores, but it is generally our experience that taking tests more than twice offers diminishing returns."
"If I sit for GCE A-levels or other international credentials, must I submit SAT or ACT scores?","Yes. We realize students educated abroad may be unfamiliar with these examination formats or may have followed a different syllabus, but all applicants must submit the results of the SAT or ACT (with or without writing) and we recommend submitting two SAT Subject Tests, except in the case of financial hardship."
"Do I need a minimum required SAT, ACT or Subject Test score?","There are no score cutoffs, and we do not admit "by the numbers." For the SAT, we will review your highest test scores in each section across test dates and any other scores you choose to share with us. For the ACT, we will evaluate your highest composite score and any other scores you choose to share with us.  We take into account your educational background when reviewing your scores. You are free to use the College Board's Score Choice option and/or the similar option offered by ACT when applying to Harvard, but you do not need to. The majority of students admitted represent a range of scores from roughly 600 to 800 on each section of the SAT as well as on the SAT Subject Tests. The 25th percentile for admitted students on the SAT is about 1470; the 75th percentile is about 1570. We regard test results as helpful indicators of academic ability and achievement when considered thoughtfully among many other factors."
What admissions criteria do you use?,"There is no formula for gaining admission to Harvard. Academic accomplishment in high school is important, but the Admissions Committee also considers many other criteria, such as community involvement, leadership and distinction in extracurricular activities, and personal qualities and character. We rely on teachers, counselors, and alumni to share information with us about an applicant's strength of character, his or her ability to overcome adversity, and other personal qualities."
I have a bachelor's degree. May I apply to Harvard College?,"No student with a bachelor's degree or other first university degree from any other university, whether American or foreign, is eligible for admission to Harvard College. Students interested in continuing their studies beyond the bachelor's degree might wish to consider one of the 10 Harvard University graduate schools. The Harvard College Admissions Office is independent of these schools and their admissions policies."
How familiar is the Admissions Committee with secondary schools? Their rigor? What marks mean in a particular school or educational system?,"We have worked hard for many years to learn about schools around the world. Our careful study of different schools, curricula and educational systems is augmented by information we receive directly from schools, extensive personal communication with school personnel, and the interview reports we receive from our alumni, who meet thousands of applicants to Harvard each year. We can always learn more, so we welcome information students think might be helpful to the Admissions Committee in understanding their accomplishments in their school communities."
Does Harvard rank secondary schools in the U.S. and abroad?,"No. While we understand there are differences in the overall strengths of secondary schools, we are most interested in how well applicants have taken advantage of available resources. In the end, we admit the student not the secondary school they attend."
Who should write my recommendations?,"Teachers who know you well and who have taught you in academic subjects (preferably in the final two years of secondary school) typically will provide us with the most valuable testimony. Whenever possible, teachers should tell us about your non-academic interests and personal qualities as well as academic potential."
Who reads applications?,"Applications are read by members of the forty-person Admissions Committee, and are considered very carefully in a series of committee meetings where a majority vote is required for admission. The entire process requires several months."
Is there a wait list?,"Yes. Our wait list includes the applicants whom the Committee might still wish to consider for admission if spots in the entering class open later. The wait list is not ranked. In some years, we have admitted no one from the wait list; in others, we have admitted more than 200 candidates."
Does Harvard admit students to enter in the spring semester?,No. All students begin study in September to benefit from special programs designed for freshmen.
Are there quotas for certain kinds of applicants?,The Admissions Committee does not use quotas of any kind.
Are my chances of admission enhanced by submitting application materials before other applicants?,"No. We request, however, that Early Action applicants submit the Common Application or the Universal College Application and the Application Supplements by October 15 and Regular Decision applicants by December 15. The deadlines are November 1 and January 1 respectively. Receipt of these two forms allows us to expedite application processing and to arrange personal interviews more quickly."
May I defer my admission once admitted?,"Yes. We want to do everything possible to help the students we enroll make the most of their opportunities, avoiding the much reported "burnout" phenomenon that can keep them from reaching their full potential. Our overall graduation rate of 98%, among the highest in the nation, is perhaps due in part to the fact that so many students take time off, before or during college. The Admissions Committee encourages admitted students to defer enrollment for one year to travel, pursue a special project or activity, work, or spend time in another meaningful way-provided they do not enroll in a degree-granting program at another college. Deferrals for two-year military service are also granted. Each year, between 80 and 110 students defer their matriculation to the College, and they report their experiences to be uniformly positive. After graduation, large numbers of Harvard students take time off before beginning work or graduate school. See more about taking time off."
May I apply to Harvard if I am admitted under a binding Early Decision program at another college?,"No. If you are admitted under an Early Decision program at another college, you must withdraw any pending application to Harvard and you are not eligible for admission."
Is there an interview?,"When possible, we try to arrange for you to meet with alumni/ae in or near your school communities. You will not be at a disadvantage if an interview cannot be arranged. In the U.S., Canada and the U.K., an alumnus/a will contact an applicant directly by phone, e-mail, or letter if such an interview is possible. If you live outside these areas, we aim to hold an admission interview when and where possible. Our interviewers abroad are graduates of Harvard who offer their assistance on a volunteer basis. While we try to make interviewers as widely available as possible, it will not always be possible for a student to have an interview. The absence of an interview will not adversely affect your candidacy. See more about international interviews."
Is there a separate admissions process for prospective athletes?,No. We encourage students with athletic talent to contact our Athletic Department for information about any of Harvard's 42 varsity athletic teams.
Are there quotas for international applicants?,"There are no quotas or limits of any kind at any point in the admissions process. All students are considered in the same pool for all places in the incoming class, regardless of citizenship or the secondary school they attend. A student's chances for admission and financial aid are not affected by citizenship or by the location of the school that the student attends."
What should students know about visas?,Admitted international students will be provided with information about applying for a student visa.
Does Harvard consider legal immigration status in the admissions process?,"All students are considered in the same pool for admission to the incoming class regardless of citizenship status. While being undocumented may present challenges for students wishing to travel or work on campus, immigration status is not considered by the admissions committee."
Does Harvard offer admission application fee waivers to international students?,"Yes! If paying the application fee would cause a hardship for your family, please request a fee waiver. You or your guidance counselor may write a short letter asking us to waive your fee. Receiving a fee waiver has no effect on admissions chances. Please use the following e-mail address: intlfeewaiver@fas.harvard.edu to submit your application fee waiver request."
I applied as a freshman or transfer applicant previously. Do I need to submit my standardized test scores again as a transfer applicant?,Yes. Standardized test scores are only retained in our system for the year of application; therefore the scores will need to be reported again for your new application.
What if English is not my first language?,"A strong knowledge of English is essential for successful study at Harvard, including the ability to understand and express thoughts quickly and clearly. We require the results of the SAT or ACT (with or without writing) and two SAT Subject Tests for all candidates. The SAT English Language Proficiency Test (ELPT) is not acceptable. Students are not required to submit the Test of English as a Foreign Language (TOEFL) unless the SAT exams are not available in their current location. Candidates whose native language is not English should not take the SAT Subject Test in their native language to fulfill one of their two required tests."
What percentage of faculty members teach undergraduates?,Virtually 100 percent.
How large are classes?,"Some introductory courses as well as several other popular courses have large enrollments. Yet, the median class size at Harvard is 12. Of the nearly 1,300 courses offered last fall, for example, more than 1,000 of them enrolled 20 or fewer students."
Is it possible to get to know my professors?,"Yes. In addition to weekly office hours, students often spend time with their professors before and after class. There are also many occasions when professors take meals in Harvard's 12 residential dining halls; attend gatherings in the residences of Faculty Deans, who are themselves Harvard faculty members; and participate in other programs and special events."
What security measures are in place at Harvard?,"Harvard has a comprehensive public safety program that includes a full campus police force, a walking escort service, a campus-wide shuttle service, emergency phones, lighted pathways and a computer-card key system operating in all residential buildings. Read Harvard's "Playing It Safe" handbook at the Harvard University Police Department website."
Is on-campus housing guaranteed?,"Harvard guarantees housing for all four years. Freshmen live in one of the 17 dormitories in or adjacent to historic Harvard Yard. Self-selected groups of students are assigned to one of 12 residential Houses for the final three years of undergraduate study. About 350 to 500 students live in a House, each of which includes its own dining hall, library, advising staff, and many other resources. Read more about residential life."
Must I live on campus?,"You must live in Harvard housing your first year at the College. A very small percentage of students choose to live off-campus as upperclassmen. Most students and alumni consider the House system one of the hallmarks of their Harvard experiences. Considering the diversity of student backgrounds, interests and talents, Harvard's residential program enhances the degree to which students learn from one another."
What will my room look like?,"Most freshman dorms have suites for three to six students. Suites contain from two to four bedrooms and a common room. A few have their own baths, though most share a bathroom with other suites. The Freshman Dean's Office assigns students to suites rather than to particular bedrooms, and in almost any suite students should expect to share a bedroom for at least part of the first year. Some dorms contain doubles, usually one fairly large room with a shared bath."
Where will I take my meals?,"Freshmen students all eat together in Annenberg Hall. During sophomore through senior year, students typically eat in the dining hall located within their Houses, although students can choose to eat at other House dining halls as well. See more about dining."
What extracurricular opportunities are available?,"There are more than 400 student-run organizations at Harvard, among them dozens of publications, five orchestras, an extensive community service program, more than 40 intercollegiate athletic teams, and a broad assortment of other activities-artistic, musical, political, and social. We encourage and support extracurricular opportunities as these provide important settings for personal growth and friendships. Visit the Office of Student Life website for more information about extracurriculars."
How easy is it to change my concentration?,"About a third of undergraduates change fields after declaring their concentrations, which students do midway through their sophomore year. You would simply change concentrations in consultation with your departmental advisers. Learn more about the breadth of Harvard's academic programs."
What should I know about Harvard's science and engineering programs?,"Science and engineering have long been priorities at Harvard. There are more than two dozen state-of-the-art facilities for science research at Harvard, and new computer science and chemistry laboratories opened in 2008. Moreover, forty-one of our former and current science faculty members have won Nobel Prizes. About half of recent entering students intend to major in the natural sciences, engineering, computer science or mathematics. Read more about engineering and applied science at www.seas.harvard.edu."
"Can I concentrate in business, journalism, law or medicine?","While you can take courses related to these fields, Harvard's academic programs are not pre-professional, in that they do not provide vocational training. Many Harvard graduates plan to continue their education in professional or graduate schools, often in these fields. Please note that both medicine and law are postgraduate programs in the United States. If you are not a U.S. citizen but wish to continue your education in a professional program, particularly in an American medical school, we advise you to consult specific graduate and professional programs in advance to understand those schools' admissions and financial aid policies concerning international students."
Can I fulfill academic requirements with previous coursework?,"You cannot receive credit for coursework completed before matriculation, but Harvard offers an Advanced Standing Program to entering students who meet certain standards on the College Board Advanced Placement (AP) examinations or who have earned the full International Baccalaureate Diploma with a grade of 7 on at least three Higher Level examinations. Admitted students with strong results on internationally recognized examinations, such as the GCE A-levels, Abitur, or French Baccalaureate, may submit their credentials to the Advanced Standing adviser for individual evaluation upon matriculation. Visit the Advising Programs Office website for more information about Advanced Standing."
Are there required freshman classes?,"Harvard requires all freshmen to take Expository Writing, a one-semester course. Otherwise, you may enroll in any Harvard College courses in which you are interested and for which you are prepared."
Must I register for courses before they begin?,No. You will enjoy a week-long "shopping" period at the start of each semester during which you visit classes and compare curricular choices before registering for classes.
How many courses does Harvard offer?,"Nearly 3,500. For a complete copy of the course catalog, consult www.registrar.fas.harvard.edu."
Are there exchange programs with other Greater Boston colleges?,"You may cross-register in courses offered at MIT, which is a 10-minute trip from Harvard Yard. You may also enroll in graduate-level courses at the Graduate School of Arts and Sciences as well as at many of Harvard's professional schools."
"What is a ""liberal arts"" education?","In our liberal arts program, students are broadly educated in the social sciences, the natural sciences and the humanities, as well as trained in a particular academic field of specialization called a concentration. Students take one course in each of the eight areas of the General Education Program, which is designed to broaden each student's intellectual perspective, while selecting a field of concentration from more than forty academic departments. Students will usually take about half of their courses in their concentration, one-quarter in the General Education Program, and one-quarter student-chosen electives. The only specific course that is required for all students is a one-semester writing course, although each department has certain courses that a student must take to earn a degree in that field. Programs are, therefore, quite individualized for each student. Whatever a student's curricular choices, every undergraduate learns to read, write, and think critically - skills important to any endeavor. For detailed information, consult the course catalog at www.registrar.fas.harvard.edu."
What campus security measures are in place at Harvard?,"The University sponsors a comprehensive public safety program that includes a full campus police force, a walking escort service, a campus-wide shuttle service, emergency phones, lighted pathways and a computer-card key system operating in all freshman and most other residences. Read Harvard's "Playing It Safe" handbook at the Harvard University Police Department website."
What is Harvard's graduation rate?,"The College's graduation rate is normally 98 percent, among the highest at American colleges and universities. Everyone admitted to Harvard has the ability to complete all academic requirements successfully."
What is the difference between Harvard College and Harvard University?,"Harvard College is the "original" Harvard, founded in 1636 as the oldest institution of higher education in the United States. Harvard College offers a four-year undergraduate, liberal arts program for students seeking their first degree. There are about 6,500 undergraduates at the College, with nearly equal numbers of men and women. In addition to Harvard College, Harvard University includes 10 graduate and professional schools, all of which offer programs for students who already hold their first degrees and seek advanced training in their fields through master's or doctoral programs. All 10 graduate and professional schools maintain their own admissions offices and teaching faculties, and they are run independently of Harvard College. For information about Harvard's graduate programs, please contact these schools' admissions offices directly."
"Will attending Harvard College affect my chances of admission to Harvard University's graduate programs in business, medicine, or law?","Graduate programs are separate from and independent of Harvard College, and each makes its own admissions decisions. Yet Harvard College is almost always the best-represented undergraduate institution at Harvard's graduate schools. In some programs, particularly at Harvard Medical School, foreign citizens may have a smaller representation."
How successful are Harvard students in gaining admission to graduate schools or finding employment after graduation?,Our graduates enjoy an extraordinarily high rate of success receiving job offers and admission to graduate and professional schools. Resident tutors in each of the twelve residential Houses assist students applying to graduate schools and fellowship programs. The Office of Career Services offers all undergraduates a range of job and internship counseling and placement. Foreign citizens should be aware that some special policies pertain should they seek employment in the U.S. after graduation.
What is Harvard's graduation rate?,"The College's graduation rate is normally 98 percent, among the highest at American colleges and universities. Everyone admitted to Harvard has the ability to complete all academic requirements successfully."
What advising and support services are available?,"Woven into Harvard's freshman and upperclassman residences are a variety of academic and other advising resources that make the residential experience at Harvard distinctive. First-year students benefit from the guidance that resident proctors provide about living in Cambridge and studying at the College. Each House also has its own staff of advisers called resident tutors who are similar to first-year proctors but with expertise in particular academic and professional fields. Harvard offers extensive advising resources of other kinds. If you need extra help in coursework, you can turn to the Bureau of Study Counsel. The Office of Career Services offers career counseling. The University maintains its own outstanding health services. The Undergraduate Financial Aid Office will help you with financial aid issues, and the Student Employment Office will help place you in jobs on and off campus. Finally, if you are an international student, the International Office is there for your special needs."
Does Harvard provide services if I have a disability?,"Yes. The Accessible Education Office (AEO) assists students with any impairment limiting their ability to walk, see, hear, speak, learn, or write. Based on each student's successful strategies, the Center collaborates with faculty and staff to ensure individualized accommodation. Accessible housing and transportation are also available. Read more about the AEO."
Are there research opportunities for undergraduates?,"Yes - available to students as early as their freshman year. You may find research projects through individual inquiries with departments and professors, through the Harvard Undergraduate Research Program, or through the Mellon Minority Undergraduate Fellowship Program. The Faculty Aide Program links professors to undergraduates interested in becoming research assistants. Read more about these programs on the Student Employment Office website."
What sort of study abroad programs are available?,"Harvard students study abroad in classroom, laboratory, and field-based immersion programs throughout the world. In addition to greatly expanded study abroad opportunities, other international experiences such as public service internships and employment are offered. Generous funding is available for all students both during the school year and the summer. For more information about study abroad, visit the Office of International Programs website."
Does Harvard provide specific resources for undocumented students?,"Harvard supports all of its students. Assistant Dean of Student Life Emelyn dela Pena can help direct undocumented students to advisers and counselors in the Bureau of Study Counsel, Office of Career Services, Harvard International Office, Student Employment Office, and University Health Services who can assist them. For legal questions, students may wish to consult an outside immigration attorney. Assistance is also available through Act on a Dream, a student organization that serves as a resource center for undocumented undergraduates at the College."
How do I know if I am competitive/ How hard is it to get in as a transfer student?,"The Harvard College Transfer Admissions Committee evaluates the whole person throughout the app process; therefore there is not a required minimum grade point average (GPA) or test score to apply. However, the transfer admissions pool is very competitive. In recent years, we have admitted 12-16 students from a pool of over 1,500 applicants. The committee looks for a clearly defined academic need to transfer, a proven record of high achievement, and strong faculty recommendations."
Do transfer students qualify for financial aid?,"Yes. All transfer applicants, including international students, are eligible to apply for need-based financial aid. Transfer applicants should follow the prospective student financial aid application instructions."
Is there housing for transfer students on campus?,"Yes. All transfer students who are admitted are eligible for on-campus housing.  Students are not required to live on campus, though nearly all undergraduate students live on campus and House life is  an integral part of the Harvard College community and student experience."
How long does it take for application materials I have submitted to appear as received in my transfer application status?,"Application material processing can take up to three weeks if submitted by mail. This does not affect the March 1st deadline, so long as your materials were submitted (or postmarked) by March 1st."
What courses transfer to Harvard College? Is there a list of transferrable courses?,Harvard College typically accepts courses taken while enrolled as a full-time student in an undergraduate program similar to our liberal arts curriculum.  Our office does not keep a list of transferrable courses. The Committee also looks for strong preparation in the student's expected field of specialization.
Are there interviews for transfer applicants?,"Generally, we do not conduct interviews for transfer applicants. Should the Admissions Committee need more information regarding your application, our office will contact you. Transfer students may not schedule or request their own interviews."
How do I know if you received my transfer application materials?,"Once your application has been received and processed, our office will send a confirmation email with a link to the applicant status portal. The application status portal will allow you to track your required materials as they are merged with your application. Our office is unable to confirm receipt of materials via phone or by email. Our office is also unable to return any application materials submitted."
When can I apply as a transfer student?,Students may apply to enter as a sophomore (2nd year) or junior (3rd year) student. Harvard College does not admit students for the spring semester. All transfer applications each year are due by March 1st to enter the fall term of the same calendar year. Transfer applicants who are admitted are not permitted to defer their admission.
I applied as a freshman or transfer applicant previously. Do I need to submit my standardized test scores again as a transfer applicant?,Yes. Standardized test scores are only retained in our system for the year of application; therefore the scores will need to be reported again for your new application.
"I received AP, IB or SAT Subject Test credits towards graduation at my current college or university. Does Harvard accept this credit and how does it affect my eligibility for transfer?","Harvard College does not accept AP, IB or SAT credits for transfer, therefore only those courses taken at your current institution while enrolled full-time will be considered for transfer. As a result, those credits accepted by your current institution from standardized tests are not included in the maximum 16 transferrable course limit under our criteria of eligibility."
I am an international prospective transfer student. What is the transfer application process for me?,"The application process and requirements are exactly the same for international students. Our financial aid program also applies to all applicants regardless of nationality or citizenship. For more information, you can view all of the transfer application requirements here.    "
Can I self-report my test scores?,"Beginning with the 2018-2019 application cycle (students applying for Fall 2019 admission), applicants may provide self-reported SAT and ACT test scores (including Subject Tests, Advanced Placement, etc.). Admitted students who decide to enroll at Harvard College will be required to submit official test scores. View our application tips for specific information on how to self-report your scores. If you were eligible for a fee waiver from the SAT or ACT, you are eligible for unlimited free score reports to be sent to institutions to which you are applying.  We recommend you use your free score reports to share your scores with Harvard. "
What are the standardized testing requirements for transfer applicants?,"All transfer applicants are required to have the results of either the SAT I or the ACT (with or without writing), even if you have applied previously for freshman admission. Applicants are encouraged, but not required, to submit the results of two SAT II Subject Tests, except in the case of financial hardship."
Are International Transfer Applicants required to take the SAT or ACT exam?,"Yes. All transfer applicants, including those from outside of the United States, are required to submit the SAT or ACT (with or without writing)."
I am a non-traditional student. Am I still required to submit a standardized test? What about my high school transcript?,"Yes, all transfer applicants are required to submit the SAT or ACT (with or without writing). We encourage non-traditional students to submit an exam taken within three years of applying for transfer to reflect current academic ability. High school transcripts are required for the transfer application evaluation. If you are unable to obtain your high school transcript, please submit a letter from your high school explaining why the transcript is not available."
Is the TOEFL still required even if I have taken classes at a college or university in the United States?,"No, if you are applying for transfer or freshman admission, you will not be expected to submit a TOEFL exam in order to be eligible for admission. However, Visiting Undergraduate Student applicants must submit the TOEFL."
"I submitted my application, but did not receive a confirmation from Harvard. How do I know if you received it?","We begin processing applications in September, and we confirm the receipt of each application to each applicant via email. Once you have submitted your application, we ask that you allow 2 weeks to receive your confirmation. If you have submitted your application more than 2 weeks ago, and still have not received a confirmation, it is likely that our email was undeliverable for some reason. Please check to make sure that your email account settings allow emails from college@fas.harvard.edu and fileroom@fas.harvard.edu. Also, please check any filtered mailboxes for spam/junk email to see if your confirmation was filtered there. If you are still unable to locate your confirmation, it is possible that we have not received your application. If you submitted your application through the Common Application or Universal Application on-line systems, please make sure that you have clicked the button to "Submit" and not just "Save." Once you have made sure that you have actually submitted your application and still have no confirmation, please send us an email with your full name, date of birth, and school. Let us know when you submitted your application and how, so that we may consult our records accordingly."
"I applied under Early Action, but I would like to be considered under Regular Action. Can I change my application? (Or, I applied under Regular Action and would like to be considered under Early Action.)","Please send us an e-mail requesting the change. If possible, we will make the change and send you a confirmation. You do not need to submit a new application; your submitted materials will simply be reviewed on a different time-table."
"I reported my SAT scores to Harvard, but my status page says they haven't been received. Why?","Though you may have ordered your scores, it can sometimes take a couple of weeks for your scores to be officially sent and processed in our office. If your official scores do not show in your status page after a couple of weeks, please double check with the testing agency to make sure they were sent. Once you have confirmed the delivery, please check the name and personal information used on your scores. If this varies, even slightly, from what you have listed on your application, your scores will be automatically stored in a separate entry in our database. If this is the case, you can send an email to scores@fas.harvard.edu listing the discrepancy in your name/info, and your scores will be merged with your application file."
"I did not receive an access code, or my access code for the application status page is not working. Can you give me a new one?","When you submitted your application, a confirmation email was sent to the email address you listed on your application. This email provided you with a link to generate an access code to check the status of your application. However, these e-mails are sent out in bulk, so if you have a spam/junk filter in your email account, you probably did not receive our email in your inbox. Please check any spam box that you may have; if you are still unable to locate our email, please adjust your email account settings to allow bulk emails from college@fas.harvard.edu and fileroom@fas.harvard.edu. You may then visit the Applicant Status page on our website to request your access code."
